Date,AEE,AEP,AES,AWK,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SCG,SO,SRE,WEC,XEL
2018-01-12,55.52,66.81104300000001,10.916382,80.40441899999999,44.009997999999996,27.08577,75.940002,103.91999799999999,78.900002,78.75569200000001,61.419998,61.349998,77.276184,38.032135,29.72743,39.194679,150.320007,23.866723999999998,28.666998,43.82,50.099998,78.525963,31.08,44.049999,44.84,106.889999,63.05579399999999,45.150002
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,55.459998999999996,66.850662,10.560413,81.787102,44.259997999999996,27.234213,75.269997,104.139999,78.41999799999999,78.290031,61.330002,60.950001,76.73281899999999,38.111393,29.579140000000002,39.224426,150.53999299999998,23.827063,27.867918,44.02,49.549999,78.16912099999999,31.26,42.310001,44.66,107.059998,62.580128,45.290001000000004
2018-01-17,55.790001000000004,67.59344499999999,10.599965,82.07556899999999,44.549999,27.590473,75.5,104.089996,78.410004,78.537727,61.709998999999996,61.650002,77.56268299999999,38.725609000000006,29.579140000000002,39.720184,151.880005,23.946049,27.398458,44.200001,50.27,78.833244,31.57,42.529999,45.049999,106.589996,62.996334,45.689999
2018-01-18,55.389998999999996,67.14778100000001,11.400895,81.976097,44.099998,27.540993,74.889999,103.470001,77.339996,77.55686999999999,61.919998,60.810001,76.851372,38.230270000000004,29.223240000000004,39.343407,150.779999,23.777483,26.779171,44.5,49.740002000000004,78.516052,31.610001,42.470001,44.900002,106.019997,62.699043,45.380001
2018-01-19,55.16,67.108162,11.618432,82.572937,44.049999,27.511303,74.989998,103.150002,76.82,77.546959,62.119999,60.790001000000004,76.06102,37.616051,29.065063000000002,39.075695,150.16000400000001,23.737822,26.869068,44.389998999999996,49.799999,78.387192,31.59,43.349998,44.439999,105.989998,62.540485,45.130001
2018-01-22,55.299999,67.474602,11.252575,82.523201,44.16,27.501409999999996,74.889999,103.360001,76.949997,77.804565,62.139998999999996,60.759997999999996,75.90295400000001,37.695305,32.080318,39.214508,150.020004,23.747738000000002,26.889046,43.939999,50.040001000000004,78.268242,31.49,43.360001000000004,44.040001000000004,105.050003,62.441387,45.23
2018-01-23,56.07,68.10844399999999,11.292128,83.756668,44.459998999999996,27.788396999999996,75.709999,104.66999799999999,77.709999,78.924126,62.040001000000004,61.119999,76.722946,38.17083,31.635443,39.819336,152.720001,23.965879,27.108790999999997,43.84,50.720001,79.19009399999999,31.77,41.16,44.470001,106.220001,63.006248,45.720001
2018-01-24,55.740002000000004,67.821236,11.035038,83.309044,44.259997999999996,27.847772999999997,75.559998,104.43,77.239998,78.68634,61.700001,61.130001,75.774521,37.853813,30.745696999999996,39.511963,150.850006,23.975796,27.218666,43.68,50.419998,79.517204,32.0,40.720001,44.080002,105.68,62.669315000000005,45.549999
2018-01-25,56.740002000000004,69.029495,11.361343,84.08493,45.0,28.085278999999996,76.690002,105.959999,78.900002,79.637474,62.41,64.57,77.13787099999999,38.319431,31.724417,40.047382,153.08999599999999,24.213767999999998,27.618206,43.490002000000004,51.119999,80.339935,32.27,42.0,44.619999,106.400002,63.561192000000005,46.0
2018-01-26,56.919998,68.088638,11.588768,84.492775,44.790001000000004,28.16445,75.5,105.5,78.83000200000001,79.657288,62.459998999999996,64.07,77.345337,38.497757,31.724417,39.958145,157.690002,24.293093,27.368492,43.540001000000004,51.200001,80.230896,32.009997999999996,43.43,44.310001,105.529999,63.432365000000004,45.700001
2018-01-29,55.880001,67.24681899999999,11.677761,83.299095,44.099998,27.44203,75.089996,104.389999,77.290001,78.399017,62.41,62.439999,75.90295400000001,37.972698,31.803504999999998,39.274002,155.679993,24.015457,26.829115,42.98,50.689999,78.694473,31.530001000000002,43.310001,43.990002000000004,104.449997,62.451298,44.849998
2018-01-30,56.09,67.692482,11.48,82.672409,44.32,27.531096,75.32,104.239998,77.660004,78.85476700000001,62.5,62.560001,76.960045,37.933067,31.951796999999996,39.259997999999996,155.100006,24.243515,26.059998999999998,41.98,51.009997999999996,78.635002,31.42,40.740002000000004,44.799999,105.83000200000001,62.748592,45.209998999999996
2018-01-31,56.630001,68.118347,11.56,82.73209399999999,44.75,27.887358000000003,76.440002,105.639999,78.5,79.617661,62.529999,63.09,77.74051700000001,38.151016,32.525192,39.75,158.419998,24.471573,26.01,42.43,51.869999,79.949997,31.870001000000002,40.639998999999996,45.110001000000004,107.019997,63.719749,45.639998999999996
2018-02-01,55.209998999999996,67.187386,11.51,81.40909599999999,44.16,27.432135,75.900002,104.220001,76.839996,78.02253,61.740002000000004,60.16,76.189461,37.487263,32.248379,39.080002,156.33999599999999,24.035288,26.43,42.57,50.669998,78.459999,31.23,39.07,44.380001,106.529999,62.035088,44.810001
2018-02-02,54.889998999999996,67.098259,11.12,80.792366,43.48,27.263899,75.68,103.279999,76.529999,77.23983,61.599998,59.349998,75.06321700000001,37.368382000000004,31.744190000000003,38.91,155.919998,23.767569,26.190001000000002,41.439999,50.040001000000004,77.730003,31.190001000000002,39.169998,44.169998,105.58000200000001,61.450413,44.48
2018-02-05,54.150002,65.840477,10.6,78.404999,42.73,26.630546999999996,74.690002,102.0,75.809998,76.417496,60.509997999999996,58.330002,73.51216099999999,36.575835999999995,31.24,38.220001,154.28999299999998,23.321369,25.16,40.299999,48.84,75.980003,30.299999,37.439999,43.720001,104.25,60.617992,43.630001
2018-02-06,53.0,64.285583,10.58,78.959999,42.16,26.046673000000002,74.110001,99.360001,74.489998,75.179039,60.360001000000004,57.540001000000004,72.870003,36.130035,30.889999,37.509997999999996,149.559998,23.083397,25.51,39.860001000000004,47.630001,75.160004,30.07,37.619999,43.490002000000004,103.400002,59.646834999999996,42.73
2018-02-07,53.189999,63.829997999999996,10.48,77.959999,42.16,26.08626,73.760002,99.269997,74.400002,74.564774,59.689999,56.889998999999996,72.769997,35.813019,30.809998999999998,37.5,148.08999599999999,22.895,25.360001,39.48,47.700001,75.160004,30.27,36.66,43.34,104.089996,59.31981700000001,42.459998999999996
2018-02-08,52.59,63.380001,10.06,76.059998,41.77,25.581554,73.309998,98.489998,74.32,74.039673,58.07,56.110001000000004,72.019997,35.6446,30.639999,37.139998999999996,145.28999299999998,22.51,24.0,38.240002000000004,46.73,74.339996,29.52,35.599998,43.400002,103.360001,58.963062,42.439999
2018-02-09,55.419998,64.720001,10.2,77.940002,42.790001000000004,26.224804,74.379997,101.059998,76.099998,76.17971,58.939999,57.02,74.129997,36.516399,31.290001,38.419998,148.100006,23.09,24.59,38.57,47.240002000000004,76.290001,30.059998999999998,36.299999,44.330002,106.110001,60.548621999999995,43.349998
2018-02-12,55.07,64.800003,10.27,77.91999799999999,42.880001,26.452415000000002,75.260002,101.25,76.809998,76.685005,60.060001,57.529999,74.629997,36.823505,31.5,38.48,150.0,23.110001,24.719998999999998,39.34,47.619999,76.730003,30.459999,35.66,44.68,106.620003,60.727001,43.759997999999996
2018-02-13,55.25,65.58000200000001,10.32,78.769997,43.049999,26.492001000000002,75.07,102.209999,77.08000200000001,77.029999,60.169998,57.619999,75.050003,36.664997,32.099998,38.630001,151.070007,23.129998999999998,24.610001,39.830002,48.040001000000004,76.82,30.700001,36.02,44.619999,106.809998,61.110001000000004,43.959998999999996
2018-02-14,54.68,65.300003,10.27,78.33000200000001,42.900002,26.190001000000002,74.339996,101.230003,75.480003,75.889999,59.240002000000004,57.580002,73.980003,36.599998,31.950001,38.110001000000004,150.080002,22.74,24.799999,39.080002,47.619999,76.089996,30.27,36.48,43.580002,105.470001,60.139998999999996,43.220001
2018-02-15,55.57,66.139999,10.42,79.25,43.595001,26.545,75.073097,102.879997,75.75,76.620003,59.82,58.389998999999996,75.75,37.293301,32.740002000000004,38.84,153.270004,23.184998999999998,25.17,39.860001000000004,48.333099,77.379997,30.84,36.27,44.369999,107.449997,60.860001000000004,43.799999
